metric,unit,phase,part,operator,repeat,reference_value,measured_value,resolution,engineering_tolerance
Chip Offset (um),um,Before recipe lock,P09,OP_C,2,27.929300496578666,29.900000000000002,0.1,30.0
Chip Offset (um),um,Before recipe lock,P09,OP_C,3,27.929300496578666,27.0,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_A,1,31.04040888007076,31.200000000000003,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_A,2,31.04040888007076,30.900000000000002,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_A,3,31.04040888007076,31.200000000000003,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_B,1,31.04040888007076,32.300000000000004,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_B,2,31.04040888007076,31.400000000000002,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_B,3,31.04040888007076,32.4,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_C,1,31.04040888007076,30.1,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_C,2,31.04040888007076,32.1,0.1,30.0
Chip Offset (um),um,Before recipe lock,P10,OP_C,3,31.04040888007076,30.400000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_A,1,3.5939604391842397,3.9000000000000004,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_A,2,3.5939604391842397,3.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_A,3,3.5939604391842397,3.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_B,1,3.5939604391842397,3.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_B,2,3.5939604391842397,3.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_B,3,3.5939604391842397,3.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_C,1,3.5939604391842397,3.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_C,2,3.5939604391842397,2.8000000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P01,OP_C,3,3.5939604391842397,2.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_A,1,6.92379997947154,6.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_A,2,6.92379997947154,7.1000000000000005,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_A,3,6.92379997947154,7.300000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_B,1,6.92379997947154,7.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_B,2,6.92379997947154,7.2,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_B,3,6.92379997947154,6.800000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_C,1,6.92379997947154,6.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_C,2,6.92379997947154,6.4,0.1,30.0
Chip Offset (um),um,After recipe lock,P02,OP_C,3,6.92379997947154,7.1000000000000005,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_A,1,10.35919101090103,10.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_A,2,10.35919101090103,10.4,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_A,3,10.35919101090103,11.100000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_B,1,10.35919101090103,10.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_B,2,10.35919101090103,11.100000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_B,3,10.35919101090103,11.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_C,1,10.35919101090103,9.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_C,2,10.35919101090103,10.4,0.1,30.0
Chip Offset (um),um,After recipe lock,P03,OP_C,3,10.35919101090103,10.3,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_A,1,13.148339699116594,12.700000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_A,2,13.148339699116594,13.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_A,3,13.148339699116594,13.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_B,1,13.148339699116594,13.3,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_B,2,13.148339699116594,13.600000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_B,3,13.148339699116594,13.200000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_C,1,13.148339699116594,12.9,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_C,2,13.148339699116594,12.9,0.1,30.0
Chip Offset (um),um,After recipe lock,P04,OP_C,3,13.148339699116594,13.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_A,1,15.819025547260546,15.600000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_A,2,15.819025547260546,15.4,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_A,3,15.819025547260546,15.700000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_B,1,15.819025547260546,16.400000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_B,2,15.819025547260546,16.900000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_B,3,15.819025547260546,17.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_C,1,15.819025547260546,15.600000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_C,2,15.819025547260546,15.700000000000001,0.1,30.0
Chip Offset (um),um,After recipe lock,P05,OP_C,3,15.819025547260546,15.4,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_A,1,19.083123609598093,18.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_A,2,19.083123609598093,18.7,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_A,3,19.083123609598093,19.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_B,1,19.083123609598093,19.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_B,2,19.083123609598093,19.900000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_B,3,19.083123609598093,19.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_C,1,19.083123609598093,18.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_C,2,19.083123609598093,18.900000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P06,OP_C,3,19.083123609598093,18.400000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_A,1,21.985816848585756,22.200000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_A,2,21.985816848585756,22.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_A,3,21.985816848585756,22.3,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_B,1,21.985816848585756,22.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_B,2,21.985816848585756,21.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_B,3,21.985816848585756,21.700000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_C,1,21.985816848585756,22.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_C,2,21.985816848585756,22.200000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P07,OP_C,3,21.985816848585756,22.400000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_A,1,25.087657091092105,25.200000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_A,2,25.087657091092105,25.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_A,3,25.087657091092105,24.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_B,1,25.087657091092105,25.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_B,2,25.087657091092105,26.3,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_B,3,25.087657091092105,25.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_C,1,25.087657091092105,24.700000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_C,2,25.087657091092105,24.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P08,OP_C,3,25.087657091092105,25.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_A,1,27.929300496578666,27.700000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_A,2,27.929300496578666,28.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_A,3,27.929300496578666,28.200000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_B,1,27.929300496578666,28.5,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_B,2,27.929300496578666,28.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_B,3,27.929300496578666,27.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_C,1,27.929300496578666,27.400000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_C,2,27.929300496578666,27.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P09,OP_C,3,27.929300496578666,27.700000000000003,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_A,1,31.04040888007076,30.0,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_A,2,31.04040888007076,30.1,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_A,3,31.04040888007076,30.900000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_B,1,31.04040888007076,31.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_B,2,31.04040888007076,30.900000000000002,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_B,3,31.04040888007076,31.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_C,1,31.04040888007076,30.8,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_C,2,31.04040888007076,31.6,0.1,30.0
Chip Offset (um),um,After recipe lock,P10,OP_C,3,31.04040888007076,30.700000000000003,0.1,30.0
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_A,1,0.20014555893298733,0.19,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_A,2,0.20014555893298733,0.2,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_A,3,0.20014555893298733,0.199,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_B,1,0.20014555893298733,0.20700000000000002,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_B,2,0.20014555893298733,0.218,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_B,3,0.20014555893298733,0.201,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_C,1,0.20014555893298733,0.188,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_C,2,0.20014555893298733,0.184,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P01,OP_C,3,0.20014555893298733,0.19,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_A,1,0.2535132403920404,0.263,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_A,2,0.2535132403920404,0.259,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_A,3,0.2535132403920404,0.28200000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_B,1,0.2535132403920404,0.264,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_B,2,0.2535132403920404,0.268,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_B,3,0.2535132403920404,0.267,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_C,1,0.2535132403920404,0.242,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_C,2,0.2535132403920404,0.224,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P02,OP_C,3,0.2535132403920404,0.234,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_A,1,0.30962426537496657,0.318,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_A,2,0.30962426537496657,0.306,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_A,3,0.30962426537496657,0.298,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_B,1,0.30962426537496657,0.34400000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_B,2,0.30962426537496657,0.34500000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_B,3,0.30962426537496657,0.341,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_C,1,0.30962426537496657,0.297,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_C,2,0.30962426537496657,0.305,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P03,OP_C,3,0.30962426537496657,0.295,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_A,1,0.3576491027472857,0.357,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_A,2,0.3576491027472857,0.365,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_A,3,0.3576491027472857,0.373,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_B,1,0.3576491027472857,0.361,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_B,2,0.3576491027472857,0.36,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_B,3,0.3576491027472857,0.356,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_C,1,0.3576491027472857,0.358,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_C,2,0.3576491027472857,0.335,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P04,OP_C,3,0.3576491027472857,0.369,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_A,1,0.4171866851096818,0.421,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_A,2,0.4171866851096818,0.421,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_A,3,0.4171866851096818,0.423,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_B,1,0.4171866851096818,0.427,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_B,2,0.4171866851096818,0.451,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_B,3,0.4171866851096818,0.434,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_C,1,0.4171866851096818,0.423,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_C,2,0.4171866851096818,0.41100000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P05,OP_C,3,0.4171866851096818,0.421,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_A,1,0.47360269733450167,0.47200000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_A,2,0.47360269733450167,0.491,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_A,3,0.47360269733450167,0.47900000000000004,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_B,1,0.47360269733450167,0.488,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_B,2,0.47360269733450167,0.483,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_B,3,0.47360269733450167,0.491,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_C,1,0.47360269733450167,0.457,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_C,2,0.47360269733450167,0.465,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P06,OP_C,3,0.47360269733450167,0.46900000000000003,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_A,1,0.5464702335347145,0.542,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_A,2,0.5464702335347145,0.554,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_A,3,0.5464702335347145,0.541,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_B,1,0.5464702335347145,0.557,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_B,2,0.5464702335347145,0.549,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_B,3,0.5464702335347145,0.5630000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_C,1,0.5464702335347145,0.54,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_C,2,0.5464702335347145,0.521,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P07,OP_C,3,0.5464702335347145,0.511,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_A,1,0.5864021094470381,0.586,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_A,2,0.5864021094470381,0.5700000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_A,3,0.5864021094470381,0.5760000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_B,1,0.5864021094470381,0.59,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_B,2,0.5864021094470381,0.59,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_B,3,0.5864021094470381,0.601,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_C,1,0.5864021094470381,0.59,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_C,2,0.5864021094470381,0.605,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P08,OP_C,3,0.5864021094470381,0.59,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_A,1,0.6426660742579773,0.64,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_A,2,0.6426660742579773,0.653,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_A,3,0.6426660742579773,0.652,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_B,1,0.6426660742579773,0.644,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_B,2,0.6426660742579773,0.652,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_B,3,0.6426660742579773,0.657,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_C,1,0.6426660742579773,0.641,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_C,2,0.6426660742579773,0.641,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P09,OP_C,3,0.6426660742579773,0.655,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_A,1,0.6960324031499288,0.6990000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_A,2,0.6960324031499288,0.6980000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_A,3,0.6960324031499288,0.683,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_B,1,0.6960324031499288,0.729,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_B,2,0.6960324031499288,0.712,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_B,3,0.6960324031499288,0.712,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_C,1,0.6960324031499288,0.6930000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_C,2,0.6960324031499288,0.6950000000000001,0.001,0.5
Surface Roughness Ra (um),um,Before recipe lock,P10,OP_C,3,0.6960324031499288,0.6970000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_A,1,0.20014555893298733,0.201,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_A,2,0.20014555893298733,0.203,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_A,3,0.20014555893298733,0.197,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_B,1,0.20014555893298733,0.2,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_B,2,0.20014555893298733,0.20600000000000002,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_B,3,0.20014555893298733,0.201,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_C,1,0.20014555893298733,0.196,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_C,2,0.20014555893298733,0.197,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P01,OP_C,3,0.20014555893298733,0.197,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_A,1,0.2535132403920404,0.255,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_A,2,0.2535132403920404,0.257,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_A,3,0.2535132403920404,0.253,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_B,1,0.2535132403920404,0.253,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_B,2,0.2535132403920404,0.255,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_B,3,0.2535132403920404,0.256,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_C,1,0.2535132403920404,0.247,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_C,2,0.2535132403920404,0.245,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P02,OP_C,3,0.2535132403920404,0.252,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_A,1,0.30962426537496657,0.311,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_A,2,0.30962426537496657,0.311,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_A,3,0.30962426537496657,0.303,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_B,1,0.30962426537496657,0.311,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_B,2,0.30962426537496657,0.307,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_B,3,0.30962426537496657,0.317,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_C,1,0.30962426537496657,0.305,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_C,2,0.30962426537496657,0.306,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P03,OP_C,3,0.30962426537496657,0.305,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_A,1,0.3576491027472857,0.36,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_A,2,0.3576491027472857,0.358,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_A,3,0.3576491027472857,0.359,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_B,1,0.3576491027472857,0.359,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_B,2,0.3576491027472857,0.361,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_B,3,0.3576491027472857,0.354,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_C,1,0.3576491027472857,0.356,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_C,2,0.3576491027472857,0.354,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P04,OP_C,3,0.3576491027472857,0.356,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_A,1,0.4171866851096818,0.417,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_A,2,0.4171866851096818,0.41600000000000004,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_A,3,0.4171866851096818,0.426,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_B,1,0.4171866851096818,0.422,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_B,2,0.4171866851096818,0.42,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_B,3,0.4171866851096818,0.422,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_C,1,0.4171866851096818,0.41300000000000003,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_C,2,0.4171866851096818,0.41500000000000004,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P05,OP_C,3,0.4171866851096818,0.41500000000000004,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_A,1,0.47360269733450167,0.47300000000000003,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_A,2,0.47360269733450167,0.47500000000000003,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_A,3,0.47360269733450167,0.47800000000000004,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_B,1,0.47360269733450167,0.485,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_B,2,0.47360269733450167,0.482,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_B,3,0.47360269733450167,0.47900000000000004,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_C,1,0.47360269733450167,0.466,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_C,2,0.47360269733450167,0.47200000000000003,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P06,OP_C,3,0.47360269733450167,0.467,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_A,1,0.5464702335347145,0.552,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_A,2,0.5464702335347145,0.549,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_A,3,0.5464702335347145,0.548,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_B,1,0.5464702335347145,0.548,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_B,2,0.5464702335347145,0.55,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_B,3,0.5464702335347145,0.541,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_C,1,0.5464702335347145,0.542,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_C,2,0.5464702335347145,0.55,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P07,OP_C,3,0.5464702335347145,0.541,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_A,1,0.5864021094470381,0.588,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_A,2,0.5864021094470381,0.593,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_A,3,0.5864021094470381,0.589,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_B,1,0.5864021094470381,0.582,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_B,2,0.5864021094470381,0.588,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_B,3,0.5864021094470381,0.593,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_C,1,0.5864021094470381,0.5730000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_C,2,0.5864021094470381,0.581,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P08,OP_C,3,0.5864021094470381,0.588,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_A,1,0.6426660742579773,0.646,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_A,2,0.6426660742579773,0.643,0.001,0.5
